gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Charges_Per_Tenure,TotalCharges
Female,0,Yes,13,Yes,No,DSL,Month-to-month,20.45,No,1.4607142857142856,265.84999999999997
Female,0,No,20,Yes,No,DSL,Month-to-month,18.9,No,0.8999999999999999,378.0
Female,1,No,51,Yes,No,DSL,Two year,19.6,No,0.37692307692307697,999.6
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,91.5,Yes,22.875,274.5
Female,0,Yes,41,Yes,No,DSL,Month-to-month,45.2,No,1.0761904761904764,1853.2
Female,0,No,13,Yes,No,DSL,Month-to-month,19.45,No,1.3892857142857142,252.85
Male,0,Yes,35,Yes,Yes,DSL,Two year,25.45,No,0.7069444444444444,890.75
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,80.85,Yes,6.2192307692307685,970.1999999999999
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,94.9,No,18.98,379.6
Female,0,No,43,No,No,DSL,Month-to-month,49.05,Yes,1.1147727272727272,2109.15
Female,1,Yes,12,No,No,DSL,Month-to-month,29.3,No,2.253846153846154,351.6
Male,1,No,68,Yes,Yes,Fiber optic,Month-to-month,105.3,Yes,1.526086956521739,7160.4
Male,1,No,25,Yes,Yes,Fiber optic,Month-to-month,88.95,Yes,3.4211538461538464,2223.75
Female,0,No,7,Yes,No,DSL,One year,20.25,No,2.53125,141.75
Male,1,No,66,Yes,Yes,Fiber optic,One year,110.85,Yes,1.6544776119402984,7316.099999999999
Female,0,No,53,Yes,No,Fiber optic,One year,110.5,No,2.0462962962962963,5856.5
Male,1,No,63,Yes,Yes,Fiber optic,Month-to-month,109.4,No,1.709375,6892.200000000001
Female,0,Yes,70,Yes,Yes,Fiber optic,Two year,114.2,Yes,1.6084507042253522,7994.0
Male,1,No,27,No,No,DSL,Month-to-month,36.5,Yes,1.3035714285714286,985.5
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.75,Yes,35.375,70.75
Female,0,No,5,Yes,No,DSL,Month-to-month,19.95,No,3.3249999999999997,99.75
Female,1,No,37,Yes,No,DSL,One year,19.6,No,0.5157894736842106,725.2
Male,0,No,3,No,No,DSL,Month-to-month,40.15,Yes,10.0375,120.44999999999999
Female,0,Yes,12,Yes,Yes,Fiber optic,Month-to-month,76.6,No,5.892307692307692,919.1999999999999
Female,0,Yes,38,Yes,No,DSL,One year,19.6,No,0.5025641025641026,744.8000000000001
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,85.3,No,8.53,767.6999999999999
Male,0,No,13,Yes,Yes,DSL,Month-to-month,65.85,No,4.703571428571428,856.05
Male,1,No,29,Yes,Yes,Fiber optic,Month-to-month,94.45,Yes,3.1483333333333334,2739.05
Female,0,Yes,47,Yes,No,DSL,Two year,20.05,No,0.41770833333333335,942.35
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,99.4,No,1.603225806451613,6063.400000000001
Male,0,No,16,Yes,No,DSL,Month-to-month,20.0,No,1.1764705882352942,320.0
Female,0,Yes,41,Yes,No,DSL,Two year,78.45,No,1.8678571428571429,3216.4500000000003
Female,0,Yes,43,Yes,Yes,DSL,Two year,25.1,No,0.5704545454545454,1079.3
Female,0,Yes,36,Yes,Yes,Fiber optic,Month-to-month,97.35,Yes,2.631081081081081,3504.6
Female,0,No,6,Yes,No,DSL,Month-to-month,55.0,No,7.857142857142857,330.0
Female,0,No,58,Yes,Yes,DSL,One year,71.1,No,1.2050847457627119,4123.799999999999
Male,0,No,19,Yes,No,DSL,Month-to-month,61.55,No,3.0774999999999997,1169.45
Male,0,No,11,Yes,No,DSL,Month-to-month,45.9,No,3.8249999999999997,504.9
Female,0,No,39,No,No,DSL,One year,40.3,No,1.0074999999999998,1571.6999999999998
Female,1,No,8,Yes,No,Fiber optic,Month-to-month,87.1,No,9.677777777777777,696.8
Female,0,Yes,26,Yes,Yes,DSL,Month-to-month,49.5,No,1.8333333333333333,1287.0
Female,1,No,53,Yes,No,Fiber optic,Month-to-month,73.8,No,1.3666666666666667,3911.3999999999996
Female,0,Yes,70,Yes,No,DSL,Two year,19.2,No,0.2704225352112676,1344.0
Male,0,No,1,No,No,DSL,Month-to-month,45.3,Yes,22.65,45.3
Male,0,No,59,Yes,Yes,DSL,Two year,25.0,No,0.4166666666666667,1475.0
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,94.95,Yes,31.650000000000002,189.9
Male,0,No,7,No,No,DSL,One year,35.3,No,4.4125,247.09999999999997
Female,0,Yes,12,Yes,No,DSL,Month-to-month,44.55,Yes,3.4269230769230767,534.5999999999999
Male,0,Yes,59,Yes,No,DSL,One year,76.75,No,1.2791666666666666,4528.25
Male,0,Yes,61,Yes,Yes,DSL,Two year,81.0,No,1.3064516129032258,4941.0
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,105.55,No,1.4458904109589041,7599.599999999999
Female,0,Yes,13,Yes,No,DSL,Month-to-month,18.8,No,1.342857142857143,244.4
Female,0,Yes,64,Yes,Yes,DSL,One year,24.9,No,0.38307692307692304,1593.6
Male,0,No,1,No,No,DSL,Month-to-month,23.45,Yes,11.725,23.45
Female,0,No,10,Yes,No,DSL,One year,64.9,No,5.9,649.0
Female,0,Yes,65,Yes,No,DSL,One year,61.35,No,0.9295454545454546,3987.75
Female,0,No,62,Yes,Yes,Fiber optic,Two year,113.95,No,1.8087301587301587,7064.900000000001
Female,0,No,55,Yes,Yes,DSL,One year,90.15,No,1.6098214285714287,4958.25
Female,0,No,25,Yes,Yes,DSL,Month-to-month,54.1,No,2.080769230769231,1352.5
Male,0,No,1,No,No,DSL,Month-to-month,29.7,Yes,14.85,29.7
Male,0,No,1,Yes,No,DSL,Month-to-month,49.8,No,24.9,49.8
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,101.1,Yes,1.6849999999999998,5964.9
Male,1,Yes,64,Yes,Yes,DSL,Two year,24.4,No,0.37538461538461537,1561.6
Male,0,No,36,Yes,Yes,Fiber optic,Month-to-month,95.0,No,2.5675675675675675,3420.0
Female,0,No,3,Yes,Yes,DSL,Month-to-month,50.65,Yes,12.6625,151.95
Male,0,No,61,Yes,Yes,DSL,Two year,69.9,No,1.1274193548387097,4263.900000000001
Male,0,Yes,26,No,No,DSL,One year,39.95,No,1.4796296296296296,1038.7
Female,0,No,1,Yes,No,DSL,Month-to-month,55.4,Yes,27.7,55.4
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,90.6,Yes,45.3,90.6
Male,0,Yes,68,Yes,No,Fiber optic,Two year,103.25,No,1.4963768115942029,7021.0
Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,86.85,Yes,28.95,173.7
Female,0,No,72,Yes,Yes,Fiber optic,Two year,94.25,No,1.2910958904109588,6786.0
Female,0,No,71,No,No,DSL,Two year,47.05,No,0.6534722222222222,3340.5499999999997
Male,0,No,57,Yes,No,DSL,Two year,20.55,No,0.3543103448275862,1171.3500000000001
Male,0,No,4,Yes,No,DSL,Month-to-month,19.65,No,3.9299999999999997,78.6
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,70.2,No,35.1,70.2
Male,0,Yes,72,Yes,Yes,DSL,Two year,81.0,No,1.1095890410958904,5832.0
Male,0,Yes,21,Yes,Yes,DSL,One year,75.9,No,3.45,1593.9
Female,0,Yes,71,Yes,Yes,DSL,Two year,24.7,No,0.34305555555555556,1753.7
Female,1,No,29,Yes,Yes,Fiber optic,Month-to-month,99.05,Yes,3.3016666666666667,2872.45
Female,1,No,69,Yes,Yes,Fiber optic,Two year,110.25,No,1.575,7607.25
Female,0,No,64,Yes,Yes,DSL,Two year,85.0,No,1.3076923076923077,5440.0
Male,0,No,16,Yes,No,DSL,Month-to-month,19.75,No,1.161764705882353,316.0
Female,0,No,4,Yes,Yes,DSL,One year,23.9,No,4.779999999999999,95.6
Female,0,No,52,Yes,Yes,Fiber optic,One year,111.25,Yes,2.099056603773585,5785.0
Male,0,No,2,Yes,No,DSL,Month-to-month,55.1,Yes,18.366666666666667,110.2
Male,0,No,1,Yes,No,DSL,Month-to-month,19.95,No,9.975,19.95
Male,0,No,18,No,No,DSL,Month-to-month,25.15,No,1.3236842105263158,452.7
Female,0,No,2,Yes,Yes,DSL,Month-to-month,54.15,No,18.05,108.3
Female,0,No,19,Yes,No,DSL,Month-to-month,59.8,No,2.9899999999999998,1136.2
Female,0,No,40,Yes,Yes,Fiber optic,Month-to-month,83.85,No,2.045121951219512,3354.0
Female,1,Yes,66,Yes,Yes,Fiber optic,One year,104.9,No,1.5656716417910448,6923.400000000001
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,75.3,No,3.4227272727272724,1581.3
Male,0,No,8,Yes,No,DSL,Month-to-month,66.65,No,7.405555555555556,533.2
Female,0,Yes,72,Yes,No,Fiber optic,Two year,109.5,No,1.5,7884.0
Female,0,No,48,Yes,Yes,DSL,One year,73.85,No,1.5071428571428571,3544.7999999999997
Male,0,No,69,Yes,No,DSL,Two year,19.3,No,0.27571428571428575,1331.7
Male,0,No,72,Yes,Yes,Fiber optic,Two year,118.2,No,1.619178082191781,8510.4
Female,0,No,14,Yes,No,DSL,One year,51.45,No,3.43,720.3000000000001
Male,0,No,6,Yes,No,DSL,Month-to-month,59.45,No,8.492857142857144,356.70000000000005
Female,0,Yes,8,Yes,No,DSL,Two year,19.5,No,2.1666666666666665,156.0
Female,0,No,17,Yes,No,DSL,One year,19.55,No,1.0861111111111112,332.35
Male,0,No,65,Yes,Yes,Fiber optic,One year,93.55,No,1.4174242424242425,6080.75
Female,0,Yes,57,Yes,No,DSL,One year,59.3,No,1.0224137931034483,3380.1
Male,0,No,13,Yes,Yes,Fiber optic,Month-to-month,102.25,Yes,7.303571428571429,1329.25
Male,1,No,19,Yes,No,Fiber optic,Month-to-month,95.9,Yes,4.795,1822.1000000000001
Female,0,No,56,Yes,Yes,Fiber optic,One year,109.8,No,1.9263157894736842,6148.8
Female,0,No,14,Yes,No,Fiber optic,Month-to-month,78.1,No,5.206666666666666,1093.3999999999999
Male,0,No,52,No,No,DSL,Month-to-month,39.9,No,0.7528301886792452,2074.7999999999997
Female,0,No,58,Yes,No,DSL,Two year,64.9,No,1.1,3764.2000000000003
Female,1,No,47,Yes,Yes,Fiber optic,Month-to-month,95.05,Yes,1.9802083333333333,4467.349999999999
Female,0,No,67,No,No,DSL,Month-to-month,53.4,No,0.7852941176470588,3577.7999999999997
Male,0,No,2,No,No,DSL,Month-to-month,24.9,No,8.299999999999999,49.8
Male,1,No,6,Yes,No,DSL,Month-to-month,44.7,No,6.385714285714286,268.20000000000005
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,114.0,No,1.5833333333333333,8094.0
Female,0,Yes,46,Yes,No,DSL,Two year,20.25,No,0.4308510638297872,931.5
Female,0,No,5,Yes,No,DSL,Month-to-month,53.85,Yes,8.975,269.25
Male,1,No,67,Yes,Yes,Fiber optic,Month-to-month,83.85,No,1.2330882352941175,5617.95
Male,0,Yes,3,Yes,No,DSL,Month-to-month,20.2,No,5.05,60.599999999999994
Female,0,No,3,Yes,No,DSL,Month-to-month,19.95,No,4.9875,59.849999999999994
Male,1,No,52,Yes,Yes,Fiber optic,Month-to-month,104.2,Yes,1.9660377358490566,5418.400000000001
Female,0,No,42,Yes,Yes,DSL,Month-to-month,50.25,Yes,1.1686046511627908,2110.5
Male,0,Yes,50,Yes,No,DSL,One year,20.35,No,0.3990196078431373,1017.5000000000001
Male,1,No,23,Yes,No,Fiber optic,Month-to-month,90.0,No,3.75,2070.0
Female,0,Yes,67,No,No,DSL,Two year,54.2,No,0.7970588235294118,3631.4
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,99.5,Yes,3.826923076923077,2487.5
Female,1,No,39,Yes,No,Fiber optic,One year,99.1,No,2.4775,3864.8999999999996
Female,0,No,69,Yes,Yes,DSL,Two year,66.9,No,0.9557142857142858,4616.1
Female,0,No,1,No,No,DSL,One year,25.85,No,12.925,25.85
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,91.05,No,2.759090909090909,2913.6
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,71.0,Yes,7.1,639.0
Female,0,No,16,Yes,No,Fiber optic,Month-to-month,93.2,Yes,5.482352941176471,1491.2
Male,0,Yes,60,Yes,No,DSL,Two year,20.95,No,0.3434426229508197,1257.0
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,109.2,No,1.4958904109589042,7862.400000000001
Male,0,No,5,Yes,No,DSL,Month-to-month,19.35,Yes,3.225,96.75
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,85.8,No,3.1777777777777776,2230.7999999999997
Male,0,No,3,Yes,No,DSL,Month-to-month,19.85,Yes,4.9625,59.550000000000004
Male,0,No,2,Yes,No,DSL,Month-to-month,19.65,No,6.55,39.3
Female,0,Yes,2,Yes,No,DSL,One year,20.5,No,6.833333333333333,41.0
Female,0,No,36,Yes,Yes,DSL,One year,89.65,No,2.422972972972973,3227.4
Male,0,No,7,Yes,No,Fiber optic,Month-to-month,74.35,No,9.29375,520.4499999999999
Female,1,No,60,No,No,DSL,Two year,49.45,No,0.8106557377049181,2967.0
Female,0,No,19,Yes,Yes,Fiber optic,Month-to-month,89.1,No,4.455,1692.8999999999999
Male,1,No,45,Yes,Yes,DSL,Two year,75.15,No,1.6336956521739132,3381.7500000000005
Male,1,No,4,Yes,No,Fiber optic,Month-to-month,70.65,No,14.13,282.6
Female,0,Yes,31,Yes,Yes,Fiber optic,Month-to-month,104.2,Yes,3.25625,3230.2000000000003
Male,0,Yes,47,Yes,No,Fiber optic,Month-to-month,90.05,No,1.8760416666666666,4232.349999999999
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,79.25,Yes,39.625,79.25
Female,0,No,1,Yes,No,DSL,Month-to-month,44.9,Yes,22.45,44.9
Female,0,No,1,Yes,No,DSL,Month-to-month,19.4,No,9.7,19.4
Female,1,Yes,59,Yes,Yes,Fiber optic,Month-to-month,88.75,No,1.4791666666666667,5236.25
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,70.1,Yes,6.372727272727272,701.0
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,91.0,No,2.5277777777777777,3185.0
Male,0,No,4,No,No,DSL,Month-to-month,29.65,Yes,5.93,118.6
Male,0,Yes,32,Yes,No,Fiber optic,One year,90.8,No,2.7515151515151515,2905.6
Male,0,No,43,Yes,Yes,Fiber optic,Month-to-month,77.85,Yes,1.7693181818181818,3347.5499999999997
Male,0,No,4,Yes,No,DSL,Month-to-month,54.3,Yes,10.86,217.2
Female,1,No,54,Yes,No,DSL,Two year,18.95,No,0.34454545454545454,1023.3
Female,1,No,11,Yes,Yes,Fiber optic,Month-to-month,95.15,Yes,7.929166666666667,1046.65
Female,1,No,66,Yes,Yes,Fiber optic,Two year,102.4,No,1.528358208955224,6758.400000000001
Male,0,Yes,61,Yes,Yes,Fiber optic,One year,99.9,No,1.6112903225806452,6093.900000000001
Male,0,Yes,72,Yes,Yes,DSL,Two year,88.7,No,1.215068493150685,6386.400000000001
Male,0,Yes,44,No,No,DSL,One year,54.3,No,1.2066666666666666,2389.2
Male,0,No,41,Yes,Yes,DSL,Month-to-month,55.7,No,1.3261904761904764,2283.7000000000003
Male,0,No,50,Yes,Yes,Fiber optic,One year,103.95,No,2.038235294117647,5197.5
Male,0,No,47,Yes,Yes,Fiber optic,One year,110.85,Yes,2.3093749999999997,5209.95
Male,0,Yes,8,Yes,No,DSL,Two year,20.15,No,2.238888888888889,161.2
Male,0,No,18,Yes,No,DSL,Month-to-month,20.05,No,1.055263157894737,360.90000000000003
Male,0,Yes,72,Yes,Yes,DSL,Two year,91.95,No,1.2595890410958905,6620.400000000001
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,80.5,Yes,40.25,80.5
Female,1,No,42,Yes,Yes,DSL,Month-to-month,55.65,No,1.294186046511628,2337.2999999999997
Female,1,No,18,Yes,No,Fiber optic,Month-to-month,74.7,No,3.931578947368421,1344.6000000000001
Female,0,Yes,13,Yes,Yes,Fiber optic,One year,104.15,No,7.439285714285715,1353.95
Female,0,Yes,68,Yes,Yes,Fiber optic,One year,83.65,No,1.2123188405797103,5688.200000000001
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,72.2,Yes,14.440000000000001,288.8
Male,0,No,69,Yes,Yes,Fiber optic,Two year,110.05,No,1.572142857142857,7593.45
Male,0,No,17,Yes,No,DSL,Month-to-month,51.5,Yes,2.861111111111111,875.5
Male,0,Yes,25,Yes,Yes,DSL,Two year,25.5,No,0.9807692307692307,637.5
Male,1,No,43,Yes,No,Fiber optic,Month-to-month,89.55,Yes,2.0352272727272727,3850.65
Female,0,Yes,59,Yes,No,DSL,Two year,19.5,No,0.325,1150.5
Female,1,No,5,Yes,No,Fiber optic,Month-to-month,80.7,No,13.450000000000001,403.5
Male,0,Yes,21,Yes,Yes,DSL,One year,77.5,Yes,3.522727272727273,1627.5
Female,0,Yes,69,Yes,Yes,Fiber optic,One year,105.1,No,1.5014285714285713,7251.9
Male,0,No,13,No,No,DSL,Month-to-month,25.15,No,1.7964285714285713,326.95
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,95.25,Yes,2.2151162790697674,4000.5
Male,0,No,52,Yes,Yes,Fiber optic,Month-to-month,95.65,No,1.8047169811320756,4973.8
Male,1,No,46,Yes,No,Fiber optic,Month-to-month,85.0,Yes,1.8085106382978724,3910.0
Male,0,No,61,Yes,Yes,DSL,Two year,80.8,No,1.303225806451613,4928.8
Male,0,No,29,No,No,DSL,One year,24.85,No,0.8283333333333334,720.6500000000001
Female,0,Yes,25,Yes,No,DSL,One year,54.75,No,2.105769230769231,1368.75
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,85.75,Yes,14.291666666666666,428.75
Male,0,No,15,No,No,DSL,One year,50.75,No,3.171875,761.25
Female,0,Yes,19,Yes,No,DSL,Two year,20.15,No,1.0074999999999998,382.84999999999997
Male,0,No,44,Yes,No,DSL,Two year,20.05,No,0.4455555555555556,882.2
Female,1,No,6,Yes,Yes,Fiber optic,Month-to-month,98.25,Yes,14.035714285714286,589.5
Male,0,Yes,58,Yes,Yes,DSL,Two year,71.6,No,1.2135593220338983,4152.799999999999
Male,0,Yes,62,Yes,No,Fiber optic,One year,81.45,No,1.292857142857143,5049.900000000001
Female,0,Yes,70,No,No,DSL,One year,58.4,No,0.8225352112676056,4088.0
Female,1,No,1,No,No,DSL,Month-to-month,25.7,Yes,12.85,25.7
Male,0,Yes,10,No,No,DSL,Two year,53.7,No,4.881818181818182,537.0
Male,0,No,26,Yes,No,DSL,One year,19.6,No,0.725925925925926,509.6
Male,0,No,66,Yes,Yes,Fiber optic,Month-to-month,89.4,No,1.3343283582089553,5900.400000000001
Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,69.0,Yes,8.625,483.0
Male,0,Yes,51,Yes,Yes,Fiber optic,One year,84.2,No,1.6192307692307693,4294.2
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,106.1,No,1.4534246575342464,7639.2
Male,0,No,65,Yes,Yes,DSL,Two year,25.75,No,0.39015151515151514,1673.75
Male,0,No,2,Yes,No,DSL,Month-to-month,46.05,Yes,15.35,92.1
Male,0,Yes,70,Yes,Yes,DSL,One year,64.95,No,0.9147887323943662,4546.5
Male,0,No,72,Yes,Yes,DSL,Two year,85.45,No,1.1705479452054794,6152.400000000001
Female,0,Yes,1,Yes,No,DSL,Month-to-month,20.05,No,10.025,20.05
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,76.4,Yes,38.2,76.4
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,100.5,Yes,16.75,502.5
Male,0,No,3,Yes,No,DSL,Month-to-month,20.7,No,5.175,62.099999999999994
Male,0,No,58,Yes,Yes,DSL,Two year,25.3,No,0.4288135593220339,1467.4
Male,1,Yes,22,No,No,DSL,Month-to-month,40.05,Yes,1.7413043478260868,881.0999999999999
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,100.6,No,2.9588235294117644,3319.7999999999997
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.95,Yes,34.975,69.95
Male,1,No,54,Yes,Yes,Fiber optic,Month-to-month,74.0,No,1.3454545454545455,3996.0
Male,0,No,72,Yes,Yes,Fiber optic,Two year,99.4,No,1.3616438356164384,7156.8
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,93.3,Yes,46.65,93.3
Male,0,No,3,Yes,No,DSL,Month-to-month,49.15,Yes,12.2875,147.45
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,107.45,No,1.4719178082191782,7736.400000000001
Female,0,Yes,72,Yes,Yes,DSL,Two year,83.6,No,1.1452054794520548,6019.2
Male,1,No,54,Yes,Yes,Fiber optic,Month-to-month,99.05,No,1.8009090909090908,5348.7
Female,0,No,59,Yes,Yes,DSL,One year,80.1,No,1.335,4725.9
Male,0,No,54,Yes,No,DSL,Two year,65.3,No,1.1872727272727273,3526.2
Male,0,No,60,Yes,Yes,Fiber optic,Two year,89.55,No,1.4680327868852459,5373.0
Female,0,No,60,No,No,DSL,Two year,60.8,No,0.9967213114754098,3648.0
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,74.5,No,18.625,223.5
Female,0,No,69,Yes,Yes,Fiber optic,Two year,99.15,No,1.4164285714285716,6841.35
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19.25,No,9.625,19.25
Male,0,Yes,50,No,No,DSL,Month-to-month,39.45,No,0.7735294117647059,1972.5000000000002
Female,0,No,56,No,No,DSL,Month-to-month,44.85,No,0.7868421052631579,2511.6
Female,0,No,60,Yes,No,Fiber optic,Two year,97.2,No,1.5934426229508196,5832.0
Male,1,No,69,Yes,Yes,Fiber optic,One year,110.55,No,1.5792857142857142,7627.95
Female,0,No,1,No,No,DSL,Month-to-month,35.05,Yes,17.525,35.05
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,73.0,Yes,36.5,73.0
Female,0,No,3,Yes,No,DSL,Month-to-month,19.9,No,4.975,59.699999999999996
Male,0,Yes,60,Yes,No,DSL,Two year,76.95,No,1.2614754098360657,4617.0
Female,0,No,13,No,No,DSL,Two year,35.4,No,2.5285714285714285,460.2
Male,0,Yes,62,Yes,No,DSL,Two year,20.45,No,0.3246031746031746,1267.8999999999999
Female,0,No,45,Yes,Yes,Fiber optic,One year,96.75,No,2.1032608695652173,4353.75
Female,0,No,25,No,No,DSL,One year,54.2,No,2.0846153846153848,1355.0
Male,0,No,44,Yes,No,Fiber optic,Two year,100.1,No,2.2244444444444444,4404.4
Female,0,No,2,Yes,No,DSL,Month-to-month,45.25,No,15.083333333333334,90.5
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,83.85,Yes,2.466176470588235,2767.0499999999997
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.1,Yes,35.05,70.1
Female,0,No,22,Yes,No,DSL,One year,20.85,No,0.9065217391304349,458.70000000000005
Female,0,No,35,No,No,DSL,Month-to-month,33.45,No,0.9291666666666667,1170.75
Female,0,Yes,29,Yes,No,DSL,Two year,20.2,No,0.6733333333333333,585.8
Male,1,No,27,Yes,Yes,Fiber optic,One year,85.9,No,3.067857142857143,2319.3
Male,0,Yes,54,Yes,No,DSL,One year,61.0,No,1.1090909090909091,3294.0
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70.65,Yes,23.55,141.3
Male,0,No,57,Yes,Yes,Fiber optic,One year,86.9,No,1.4982758620689656,4953.3
Male,0,No,62,Yes,Yes,DSL,Two year,69.4,No,1.1015873015873017,4302.8
Female,0,Yes,15,Yes,No,DSL,One year,20.35,No,1.271875,305.25
Male,0,No,2,Yes,No,DSL,Month-to-month,20.35,Yes,6.783333333333334,40.7
Female,0,No,70,Yes,Yes,Fiber optic,Two year,104.3,No,1.4690140845070423,7301.0
Female,0,Yes,21,Yes,No,DSL,Month-to-month,44.95,No,2.0431818181818184,943.95
Female,0,Yes,23,Yes,No,DSL,One year,49.45,No,2.060416666666667,1137.3500000000001
Male,0,No,6,Yes,No,DSL,One year,20.6,No,2.942857142857143,123.60000000000001
Male,0,Yes,4,Yes,No,DSL,Two year,19.55,No,3.91,78.2
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,99.0,Yes,24.75,297.0
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,93.5,No,3.8958333333333335,2150.5
Male,0,No,26,No,No,DSL,One year,54.55,No,2.02037037037037,1418.3
Female,0,Yes,8,Yes,No,DSL,Month-to-month,20.05,No,2.227777777777778,160.4
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,83.95,Yes,3.109259259259259,2182.7000000000003
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,79.45,No,26.483333333333334,158.9
Male,0,No,67,Yes,Yes,Fiber optic,Two year,116.2,Yes,1.7088235294117649,7785.400000000001
Female,0,No,71,Yes,Yes,Fiber optic,Two year,93.7,Yes,1.301388888888889,6652.7
Female,0,No,59,Yes,Yes,DSL,One year,79.85,No,1.3308333333333333,4711.15
Male,0,Yes,39,Yes,Yes,Fiber optic,One year,100.0,No,2.5,3900.0
Male,0,Yes,21,Yes,No,DSL,Two year,19.6,No,0.890909090909091,411.6
Male,0,No,1,Yes,No,DSL,Month-to-month,19.7,Yes,9.85,19.7
Female,0,Yes,48,Yes,No,DSL,Two year,20.2,No,0.4122448979591837,969.5999999999999
Female,1,No,31,No,No,DSL,One year,50.4,No,1.575,1562.3999999999999
Female,0,Yes,64,Yes,Yes,Fiber optic,One year,113.35,No,1.7438461538461538,7254.4
Male,0,Yes,46,Yes,Yes,Fiber optic,Month-to-month,80.0,No,1.702127659574468,3680.0
Female,0,No,52,Yes,Yes,DSL,Two year,80.95,No,1.5273584905660378,4209.400000000001
Female,0,Yes,67,Yes,Yes,DSL,Two year,24.9,No,0.36617647058823527,1668.3
Female,1,No,67,Yes,Yes,DSL,Month-to-month,54.9,No,0.8073529411764706,3678.2999999999997
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,75.55,Yes,12.591666666666667,377.75
Female,0,No,71,Yes,Yes,Fiber optic,Two year,109.25,No,1.5173611111111112,7756.75
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,77.65,Yes,7.765000000000001,698.85
Female,1,No,26,Yes,Yes,Fiber optic,Month-to-month,95.0,Yes,3.5185185185185186,2470.0
Male,0,No,71,Yes,Yes,Fiber optic,One year,116.3,No,1.6152777777777778,8257.3
Female,0,No,32,Yes,No,DSL,Month-to-month,19.9,No,0.603030303030303,636.8
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,70.35,No,23.45,140.7
Female,0,No,71,Yes,Yes,DSL,Two year,25.6,No,0.35555555555555557,1817.6000000000001
Female,0,No,60,No,No,DSL,One year,44.45,No,0.728688524590164,2667.0
Female,1,No,55,Yes,Yes,Fiber optic,One year,100.15,No,1.7883928571428573,5508.25
Male,0,No,54,Yes,No,Fiber optic,One year,105.4,Yes,1.9163636363636365,5691.6
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,95.85,Yes,31.95,191.7
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,73.85,No,10.549999999999999,443.09999999999997
Female,0,Yes,48,Yes,No,DSL,Two year,70.1,No,1.430612244897959,3364.7999999999997
Male,0,Yes,63,Yes,Yes,DSL,Two year,25.25,No,0.39453125,1590.75
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,79.15,Yes,39.575,79.15
Male,0,Yes,12,Yes,No,DSL,Month-to-month,21.05,No,1.6192307692307693,252.60000000000002
Male,1,No,54,No,No,DSL,Month-to-month,24.95,No,0.4536363636363636,1347.3
