gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Female,0,Yes,37,Yes,Yes,Fiber optic,Month-to-month,95.25,No
Female,1,No,10,Yes,No,Fiber optic,Month-to-month,84.6,Yes
Male,0,No,34,No,No,DSL,Month-to-month,25.05,No
Male,0,No,35,No,No,DSL,One year,53.15,No
Female,0,No,4,Yes,No,DSL,Month-to-month,20.15,No
Female,1,No,39,Yes,Yes,Fiber optic,Month-to-month,101.25,No
Male,1,No,43,Yes,No,Fiber optic,One year,100.55,No
Female,0,Yes,17,Yes,Yes,DSL,Month-to-month,24.1,Yes
Female,0,No,61,Yes,Yes,DSL,Two year,25.3,No
Female,0,No,49,Yes,Yes,DSL,One year,71.8,No
Male,0,No,4,Yes,No,DSL,One year,19.7,No
Female,0,Yes,64,No,No,DSL,Two year,49.85,No
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,69.6,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,19.75,No
Male,0,No,40,Yes,No,Fiber optic,One year,80.8,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,60,Yes
Male,0,No,8,Yes,Yes,Fiber optic,Month-to-month,86.55,Yes
Female,1,No,1,Yes,No,DSL,Month-to-month,20.85,Yes
Female,1,No,34,Yes,No,DSL,One year,64.2,No
Female,0,No,1,No,No,DSL,Month-to-month,35,No
Female,0,No,39,No,No,DSL,Month-to-month,50.75,Yes
Female,1,No,58,Yes,No,Fiber optic,One year,105.5,Yes
Male,0,Yes,45,Yes,No,DSL,Two year,19.2,No
Male,1,No,6,Yes,No,Fiber optic,Month-to-month,85.15,Yes
Male,0,No,43,Yes,No,Fiber optic,One year,90.65,No
Male,0,Yes,41,Yes,No,DSL,Two year,20,No
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,74.65,No
Male,0,No,72,No,No,DSL,Two year,61.2,No
Male,0,No,4,Yes,No,DSL,One year,19.95,No
Male,0,Yes,9,Yes,No,DSL,Month-to-month,54.8,No
Male,1,No,72,Yes,Yes,DSL,Two year,73.45,No
Female,0,No,33,Yes,No,DSL,One year,51.45,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,80.45,No
Male,0,No,22,Yes,No,DSL,Month-to-month,54.2,Yes
Female,0,No,70,Yes,Yes,Fiber optic,One year,109.5,Yes
Male,0,Yes,21,Yes,Yes,Fiber optic,Month-to-month,104.4,Yes
Male,0,No,15,Yes,No,Fiber optic,Month-to-month,85.3,No
Male,1,No,29,Yes,Yes,Fiber optic,Month-to-month,79.3,No
Female,0,Yes,15,Yes,No,DSL,Month-to-month,76.5,No
Male,1,Yes,71,Yes,Yes,Fiber optic,Month-to-month,105.1,Yes
Male,1,No,72,Yes,Yes,DSL,Two year,25.4,No
Female,0,No,19,Yes,Yes,Fiber optic,Month-to-month,86.85,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.65,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,75.7,Yes
Female,0,No,2,Yes,No,DSL,Month-to-month,45.55,No
Female,1,Yes,11,Yes,Yes,Fiber optic,Month-to-month,78.1,No
Female,0,No,12,Yes,No,DSL,One year,19.3,No
Female,0,No,70,Yes,Yes,Fiber optic,Two year,110.5,No
Female,1,No,20,Yes,Yes,Fiber optic,Month-to-month,90.8,Yes
Female,0,No,23,Yes,No,DSL,Month-to-month,20.3,No
Male,1,No,49,Yes,Yes,DSL,Two year,81.35,No
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,97.95,Yes
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,108.15,Yes
Male,0,Yes,2,Yes,No,DSL,Month-to-month,55.3,No
Male,1,No,69,No,No,DSL,Two year,56.55,No
Male,0,No,6,Yes,No,Fiber optic,Month-to-month,80.5,Yes
Female,0,Yes,24,Yes,No,DSL,Two year,19.7,No
Female,0,No,32,Yes,Yes,Fiber optic,One year,104.05,No
Female,0,No,27,Yes,No,DSL,Two year,52.85,No
Female,1,No,27,Yes,Yes,Fiber optic,Month-to-month,104.3,Yes
Male,0,No,58,Yes,Yes,Fiber optic,Month-to-month,80.65,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,71.35,Yes
Female,0,Yes,18,Yes,Yes,DSL,Two year,24.65,No
Female,0,Yes,47,Yes,No,DSL,Two year,21.3,No
Female,0,Yes,70,Yes,Yes,Fiber optic,Two year,110.2,No
Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,89.4,Yes
Female,0,Yes,36,Yes,No,DSL,Month-to-month,51.05,No
Male,0,No,67,Yes,No,DSL,Two year,19.8,No
Female,0,No,10,Yes,No,DSL,Month-to-month,19.9,No
Male,1,No,19,Yes,No,Fiber optic,Month-to-month,87.3,No
Female,0,Yes,71,Yes,No,DSL,Two year,19.85,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,89.4,No
Female,0,Yes,48,Yes,No,DSL,Two year,20,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,18,Yes,No,DSL,Month-to-month,83.25,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.6,Yes
Male,1,No,67,Yes,Yes,Fiber optic,Two year,102.9,No
Male,0,Yes,69,No,No,DSL,Two year,39.1,No
Male,0,No,19,Yes,Yes,Fiber optic,Month-to-month,99.95,Yes
Male,1,No,72,Yes,Yes,Fiber optic,Two year,114.5,No
Female,1,No,38,Yes,No,DSL,Two year,20.2,No
Male,1,No,40,Yes,No,DSL,One year,55.8,No
Female,0,Yes,61,Yes,Yes,DSL,Two year,24.2,No
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,81,Yes
Male,0,No,32,Yes,Yes,DSL,One year,72.8,No
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,99.85,No
Female,1,No,59,Yes,Yes,Fiber optic,One year,99.5,No
Female,1,No,13,Yes,No,Fiber optic,Month-to-month,70.15,Yes
Female,0,No,47,Yes,No,DSL,Two year,20.25,No
Male,0,Yes,69,Yes,Yes,DSL,Two year,26,No
Male,0,No,2,Yes,No,DSL,Month-to-month,19.9,No
Female,0,Yes,22,Yes,No,DSL,Month-to-month,19.05,No
Male,1,No,15,Yes,Yes,Fiber optic,Month-to-month,96.5,No
Female,0,No,53,Yes,No,DSL,Two year,19.85,No
Female,1,No,28,Yes,Yes,DSL,Month-to-month,25.7,No
Male,0,No,22,Yes,No,DSL,One year,20.3,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.15,Yes
Male,1,No,16,Yes,No,Fiber optic,Month-to-month,91.55,No
Female,0,Yes,48,No,No,DSL,Two year,39.4,No
Male,1,No,30,Yes,Yes,Fiber optic,Month-to-month,105.7,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,70.25,No
Male,1,No,57,Yes,Yes,Fiber optic,Two year,93.75,No
Female,1,No,68,Yes,Yes,Fiber optic,One year,96.55,Yes
Female,0,No,23,Yes,No,DSL,One year,60,No
Female,0,No,65,Yes,No,DSL,Two year,59.8,No
Male,0,No,44,Yes,No,Fiber optic,One year,90.65,No
Female,0,Yes,71,Yes,Yes,Fiber optic,Two year,109,No
Female,0,No,37,Yes,Yes,DSL,One year,68.1,No
Female,0,No,12,Yes,No,DSL,Month-to-month,20.4,No
Male,0,Yes,69,Yes,Yes,DSL,Two year,81.95,No
Female,0,No,35,Yes,No,DSL,Month-to-month,60.55,No
Male,0,No,5,Yes,No,DSL,Month-to-month,65.6,No
Male,0,Yes,58,Yes,Yes,Fiber optic,Two year,82.5,No
Male,0,No,72,Yes,Yes,DSL,Two year,82.3,No
Male,0,No,72,Yes,Yes,DSL,Two year,68.15,No
Female,0,No,1,Yes,No,DSL,Month-to-month,20.3,No
Female,0,No,39,Yes,No,Fiber optic,One year,95.55,Yes
Male,0,Yes,53,Yes,No,DSL,One year,20.2,No
Female,0,No,27,Yes,No,Fiber optic,Month-to-month,89.2,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,69.65,Yes
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,89.3,Yes
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,74.8,No
Male,0,Yes,46,Yes,No,DSL,Two year,20.2,No
Female,0,No,72,Yes,Yes,DSL,Two year,84.4,No
Female,0,No,36,Yes,No,Fiber optic,Month-to-month,87.55,Yes
Female,0,No,4,No,No,DSL,Month-to-month,25.15,No
Female,0,No,25,Yes,No,DSL,Two year,19.8,No
Female,0,Yes,40,No,No,DSL,Month-to-month,50.85,No
Male,0,No,63,Yes,Yes,Fiber optic,Month-to-month,102.4,No
Female,1,No,15,Yes,No,Fiber optic,Month-to-month,96.3,Yes
Male,0,No,14,Yes,Yes,DSL,Month-to-month,55.5,No
Male,1,No,72,Yes,Yes,Fiber optic,Two year,109.75,No
Male,0,No,39,Yes,Yes,Fiber optic,Month-to-month,106.4,No
Female,0,Yes,47,No,No,DSL,Two year,60,No
Male,0,No,19,Yes,Yes,Fiber optic,Month-to-month,88.8,No
Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,85.2,Yes
Female,0,No,13,No,No,DSL,Month-to-month,35.1,Yes
Female,0,No,17,Yes,Yes,Fiber optic,Month-to-month,80.05,No
Male,1,No,34,Yes,Yes,Fiber optic,Month-to-month,75.55,No
Female,0,No,42,Yes,No,DSL,Month-to-month,49.55,No
Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,81.3,Yes
Female,0,Yes,71,Yes,Yes,DSL,Two year,23.9,No
Male,1,No,19,Yes,No,DSL,Month-to-month,66.4,No
Female,0,Yes,2,Yes,No,DSL,Month-to-month,19.6,Yes
Male,0,No,57,Yes,No,DSL,Two year,18.8,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,108.4,No
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,85.95,No
Female,0,Yes,17,Yes,Yes,Fiber optic,Month-to-month,85.45,Yes
Male,0,No,61,Yes,Yes,DSL,Two year,80.9,No
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,71,Yes
Male,0,Yes,48,Yes,Yes,Fiber optic,Two year,111.8,No
Male,0,No,16,Yes,No,DSL,Month-to-month,20.6,No
Male,1,No,9,Yes,Yes,Fiber optic,Month-to-month,85.05,Yes
Female,0,No,3,Yes,No,DSL,Month-to-month,44.6,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,44.4,Yes
Male,0,No,65,Yes,Yes,Fiber optic,Two year,105.1,No
Female,0,Yes,70,Yes,Yes,Fiber optic,Two year,115.15,No
Male,0,No,60,Yes,No,DSL,One year,59.8,No
Female,0,No,69,Yes,Yes,DSL,One year,26.3,No
Female,1,No,35,Yes,No,Fiber optic,Month-to-month,70.55,No
Female,0,No,22,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,66,Yes,Yes,DSL,Two year,79.85,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,70.3,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,79.35,Yes
Male,0,Yes,34,Yes,Yes,Fiber optic,Month-to-month,90.05,No
Female,0,Yes,72,Yes,Yes,DSL,Two year,24.45,No
Male,0,Yes,31,No,No,DSL,One year,59.95,No
Male,0,Yes,30,Yes,Yes,DSL,One year,25.35,No
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,90.8,Yes
Male,0,Yes,20,Yes,No,Fiber optic,Month-to-month,70.45,Yes
Male,1,No,19,No,No,DSL,Month-to-month,34.3,No
Female,0,No,65,Yes,Yes,Fiber optic,Month-to-month,105.05,No
Female,0,Yes,30,Yes,No,DSL,Two year,19.3,No
Male,0,No,6,Yes,No,DSL,One year,19.15,No
Female,0,No,2,No,No,DSL,Month-to-month,51.4,No
Male,0,Yes,53,Yes,Yes,DSL,Month-to-month,71.85,No
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,75.4,No
Female,0,Yes,61,Yes,No,DSL,One year,49.7,No
Male,1,No,70,No,No,DSL,One year,45.25,Yes
Female,0,No,13,Yes,Yes,DSL,Month-to-month,78.75,No
Male,1,No,35,Yes,Yes,Fiber optic,One year,81.6,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,70.4,No
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,75.8,Yes
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,76.1,No
Female,0,No,62,Yes,Yes,Fiber optic,One year,94,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,103.95,No
Male,0,No,63,Yes,No,DSL,Two year,19.95,No
Male,1,No,20,Yes,No,Fiber optic,Month-to-month,71.3,Yes
Female,1,No,35,Yes,Yes,Fiber optic,One year,110.8,No
Male,1,No,21,Yes,No,Fiber optic,Month-to-month,69.1,Yes
Male,0,No,62,Yes,Yes,Fiber optic,One year,96.1,No
Female,0,No,15,Yes,Yes,DSL,Month-to-month,48.8,No
Female,0,No,55,Yes,No,DSL,Month-to-month,50.55,No
Female,0,No,11,Yes,No,DSL,Month-to-month,44.65,No
Female,0,Yes,17,Yes,Yes,Fiber optic,Month-to-month,88.25,Yes
Female,0,No,61,Yes,No,DSL,One year,19.45,No
Female,0,No,71,Yes,Yes,DSL,Two year,89.3,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,70,Yes
Male,0,No,35,Yes,No,DSL,Two year,19.25,No
Female,0,No,17,Yes,No,Fiber optic,Month-to-month,70.5,No
Female,0,No,21,Yes,Yes,Fiber optic,Month-to-month,97.35,Yes
Female,0,No,47,Yes,No,DSL,Two year,19.65,No
Female,0,No,3,Yes,No,DSL,Month-to-month,20.85,No
Male,0,No,3,Yes,No,DSL,Month-to-month,19.65,No
Male,1,No,44,Yes,No,DSL,Two year,19.35,No
Female,0,No,1,Yes,No,DSL,Month-to-month,44,No
Female,0,Yes,44,Yes,Yes,Fiber optic,One year,94.4,No
Male,0,Yes,5,Yes,Yes,DSL,Month-to-month,25.9,Yes
Male,0,No,24,Yes,Yes,DSL,Month-to-month,55.65,Yes
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,69.65,Yes
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,75.4,No
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,100.6,Yes
Female,0,No,65,Yes,No,DSL,Two year,71,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,86,Yes
Female,0,No,53,Yes,Yes,Fiber optic,One year,106.95,Yes
Male,0,No,3,Yes,No,DSL,One year,21.2,No
Male,0,No,33,Yes,No,DSL,Two year,61.05,No
Male,0,No,3,No,No,DSL,Month-to-month,29.6,Yes
Female,0,No,34,Yes,No,DSL,One year,79.95,No
Female,0,Yes,14,Yes,No,DSL,Two year,19.7,No
Female,0,No,13,Yes,No,DSL,Month-to-month,20.3,No
Male,1,No,46,No,No,DSL,One year,59.9,Yes
Male,0,Yes,23,Yes,Yes,DSL,One year,24.35,No
Female,0,Yes,47,Yes,No,DSL,Two year,19.75,No
Male,0,Yes,17,Yes,No,DSL,Month-to-month,50.3,No
Female,0,Yes,49,Yes,Yes,Fiber optic,Month-to-month,95.6,Yes
Male,1,No,59,No,No,DSL,Month-to-month,50.25,No
Female,0,No,69,Yes,Yes,DSL,Two year,85.35,No
Male,0,No,11,No,No,DSL,One year,41.6,Yes
Male,0,No,10,Yes,No,DSL,Month-to-month,51.65,No
Male,0,Yes,12,Yes,Yes,DSL,Two year,24,No
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,100.85,Yes
Female,0,Yes,39,Yes,No,DSL,Month-to-month,59.85,No
Male,1,No,71,Yes,Yes,DSL,Two year,25.45,No
Male,0,Yes,71,Yes,Yes,DSL,Two year,23.9,No
Female,0,Yes,33,Yes,Yes,DSL,One year,24.15,No
Male,1,No,67,Yes,Yes,Fiber optic,Month-to-month,75.7,No
Male,0,Yes,37,No,No,DSL,Month-to-month,40.2,Yes
Male,0,Yes,49,Yes,Yes,Fiber optic,Month-to-month,84.5,Yes
Female,0,No,9,Yes,No,DSL,Month-to-month,50.85,No
Male,0,No,52,Yes,Yes,Fiber optic,Two year,91.6,No
Female,0,No,70,Yes,Yes,Fiber optic,One year,98.9,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,85,No
Female,1,No,14,Yes,Yes,Fiber optic,Month-to-month,78.95,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,44.3,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.2,Yes
Female,0,No,52,Yes,Yes,Fiber optic,One year,80.2,No
Male,0,No,6,Yes,No,DSL,Month-to-month,60.9,No
Male,0,No,7,No,No,DSL,Month-to-month,34.2,No
Female,1,No,47,Yes,Yes,Fiber optic,Month-to-month,85.2,Yes
Female,0,No,26,Yes,No,Fiber optic,One year,87.15,No
Male,0,Yes,25,Yes,No,DSL,Month-to-month,54.3,No
Male,0,No,69,Yes,No,DSL,Two year,19.1,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,112.75,No
Male,0,No,4,Yes,No,DSL,Month-to-month,19.95,No
Male,0,Yes,59,Yes,No,DSL,Two year,19.5,No
Male,0,No,67,Yes,No,DSL,Two year,65.55,No
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,78.8,No
Female,0,No,27,Yes,No,DSL,One year,78.2,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,105.25,No
Female,0,No,6,Yes,No,Fiber optic,Month-to-month,89.25,No
Male,0,Yes,62,Yes,No,DSL,Two year,20.65,No
Male,0,No,20,Yes,Yes,DSL,One year,68.7,No
Male,0,No,6,Yes,No,DSL,Month-to-month,78.65,No
Male,0,No,51,Yes,Yes,DSL,Two year,24.75,No
Female,0,Yes,61,Yes,No,DSL,Two year,19.75,No
Male,1,No,62,Yes,Yes,Fiber optic,Month-to-month,89.1,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,84.7,No
Male,1,No,13,Yes,No,Fiber optic,Month-to-month,98,Yes
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,94.45,Yes
Male,1,No,3,Yes,Yes,Fiber optic,Month-to-month,105,Yes
Female,1,No,26,Yes,Yes,Fiber optic,Month-to-month,93.85,Yes
Male,1,No,13,Yes,No,DSL,Month-to-month,59.9,No
Female,0,Yes,38,Yes,No,DSL,Two year,19.95,No
Female,1,No,8,Yes,Yes,Fiber optic,Month-to-month,84,Yes
Male,1,Yes,34,Yes,Yes,Fiber optic,Month-to-month,108.9,No
Male,0,No,18,No,No,DSL,Month-to-month,33.6,No
Male,0,Yes,56,Yes,No,Fiber optic,One year,85.85,No
Female,0,No,36,No,No,DSL,Month-to-month,34.85,No
Female,0,No,9,No,No,DSL,Month-to-month,48.75,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,84.85,Yes
Male,0,No,12,Yes,No,DSL,Month-to-month,56.65,Yes
Female,1,Yes,57,Yes,No,Fiber optic,Month-to-month,95.3,No
Female,0,No,42,Yes,No,DSL,One year,73.9,Yes
Female,0,Yes,33,Yes,Yes,DSL,Two year,24.5,Yes
Male,0,No,70,Yes,No,Fiber optic,Two year,84.6,No
Female,0,No,68,No,No,DSL,Month-to-month,44.95,No
Male,0,Yes,1,No,No,DSL,Month-to-month,24.7,No
Female,0,No,37,Yes,Yes,Fiber optic,Month-to-month,100.3,No
Female,0,Yes,4,Yes,Yes,DSL,Month-to-month,25.45,No
Male,0,No,1,Yes,No,DSL,Month-to-month,50.7,No
Male,0,No,20,No,No,DSL,Month-to-month,55,No
Male,0,Yes,72,Yes,No,DSL,Two year,68.4,No
Female,0,No,31,Yes,Yes,Fiber optic,Month-to-month,89.9,Yes
Male,1,No,18,Yes,No,Fiber optic,Month-to-month,78.55,Yes
Male,0,No,11,Yes,No,DSL,Month-to-month,55.05,No
Female,0,Yes,33,Yes,No,DSL,Two year,19.8,No
Female,1,No,62,Yes,Yes,Fiber optic,One year,84.45,No
Female,0,No,1,No,No,DSL,Month-to-month,35.9,No
Male,0,No,16,Yes,No,Fiber optic,Month-to-month,80.75,No
Male,0,Yes,22,Yes,Yes,DSL,One year,78.65,No
Female,0,Yes,49,Yes,No,DSL,Month-to-month,61.75,No
Male,0,Yes,36,Yes,No,DSL,One year,63.7,No
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,99.45,Yes
Male,1,No,4,No,No,DSL,Month-to-month,25.2,Yes
Female,0,No,12,Yes,Yes,DSL,One year,74.05,Yes
Female,0,No,31,Yes,No,Fiber optic,Month-to-month,87.6,No
Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,89.15,No
Male,0,Yes,66,Yes,No,DSL,Two year,20,No
Female,1,No,15,Yes,Yes,DSL,Month-to-month,55,Yes
Male,0,No,64,Yes,Yes,Fiber optic,Two year,104.4,No
Male,0,Yes,10,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,7,Yes,No,Fiber optic,Month-to-month,89.75,Yes
Male,0,No,29,No,No,DSL,Month-to-month,34.3,No
Male,0,No,57,Yes,No,DSL,Two year,20.65,No
Female,0,No,46,Yes,Yes,Fiber optic,Month-to-month,84.25,No
Male,0,No,53,Yes,No,DSL,Two year,19.65,No
Female,0,No,17,Yes,No,DSL,One year,79.85,No
Female,0,Yes,38,Yes,No,DSL,Two year,20.2,No
Male,0,No,15,Yes,No,DSL,One year,19.8,No
Female,0,No,22,No,No,DSL,Month-to-month,50.35,No
Male,0,No,14,Yes,Yes,Fiber optic,Month-to-month,85.15,Yes
Female,0,No,57,Yes,Yes,DSL,One year,74.6,No
Male,1,No,11,Yes,No,Fiber optic,Month-to-month,79.15,No
Female,0,Yes,1,Yes,No,DSL,Two year,20.35,No
Male,0,Yes,12,Yes,No,DSL,Two year,21.05,No
Male,1,No,3,Yes,Yes,Fiber optic,Month-to-month,94.6,Yes
Male,0,Yes,36,Yes,No,Fiber optic,Month-to-month,94.7,No
Male,0,No,16,Yes,No,Fiber optic,Month-to-month,94.25,Yes
Male,0,Yes,65,Yes,Yes,DSL,One year,72.45,Yes
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,74.95,No
Female,0,No,42,Yes,Yes,Fiber optic,Month-to-month,105.2,Yes
Male,0,Yes,72,Yes,No,Fiber optic,Two year,111.95,No
Male,0,No,62,Yes,No,DSL,Two year,19.85,No
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,89.75,No
Male,0,No,48,Yes,No,DSL,Two year,20.05,No
Male,0,No,35,Yes,Yes,Fiber optic,Two year,108.95,No
Male,0,Yes,52,Yes,No,DSL,One year,19.65,No
Female,0,No,1,No,No,DSL,Month-to-month,24.9,No
Male,0,No,6,Yes,Yes,Fiber optic,Month-to-month,82.85,Yes
Female,0,No,71,Yes,Yes,DSL,Two year,93.2,No
Female,0,Yes,67,Yes,No,Fiber optic,One year,84.8,No
Male,1,No,60,Yes,Yes,DSL,One year,71.75,No
Male,0,Yes,23,No,No,DSL,Month-to-month,30.35,No
Male,0,Yes,39,No,No,DSL,One year,54.85,No
Male,0,Yes,15,Yes,No,DSL,One year,19.5,No
Male,1,No,53,Yes,Yes,Fiber optic,Month-to-month,103.85,Yes
Male,0,Yes,24,Yes,Yes,DSL,Two year,24.2,No
Female,0,Yes,37,Yes,No,DSL,Month-to-month,19.35,No
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,83.6,Yes
Female,1,No,50,Yes,Yes,Fiber optic,One year,100.65,No
Female,0,No,54,Yes,No,Fiber optic,One year,94.1,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,74.55,No
Male,0,No,68,Yes,Yes,Fiber optic,One year,108.45,Yes
Male,0,No,5,Yes,No,DSL,Month-to-month,56.15,No
Male,0,No,33,Yes,No,DSL,Two year,20.35,No
Female,0,No,41,Yes,Yes,DSL,One year,80.55,No
Female,0,Yes,34,No,No,DSL,One year,61.25,No
Female,0,Yes,13,Yes,No,DSL,Month-to-month,20.45,No
Female,0,No,20,Yes,No,DSL,Month-to-month,18.9,No
Female,1,No,51,Yes,No,DSL,Two year,19.6,No
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,91.5,Yes
Female,0,Yes,41,Yes,No,DSL,Month-to-month,45.2,No
Female,0,No,13,Yes,No,DSL,Month-to-month,19.45,No
Male,0,Yes,35,Yes,Yes,DSL,Two year,25.45,No
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,80.85,Yes
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,94.9,No
Female,0,No,43,No,No,DSL,Month-to-month,49.05,Yes
Female,1,Yes,12,No,No,DSL,Month-to-month,29.3,No
Male,1,No,68,Yes,Yes,Fiber optic,Month-to-month,105.3,Yes
Male,1,No,25,Yes,Yes,Fiber optic,Month-to-month,88.95,Yes
Female,0,No,7,Yes,No,DSL,One year,20.25,No
Male,1,No,66,Yes,Yes,Fiber optic,One year,110.85,Yes
Female,0,No,53,Yes,No,Fiber optic,One year,110.5,No
Male,1,No,63,Yes,Yes,Fiber optic,Month-to-month,109.4,No
Female,0,Yes,70,Yes,Yes,Fiber optic,Two year,114.2,Yes
Male,1,No,27,No,No,DSL,Month-to-month,36.5,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.75,Yes
Female,0,No,5,Yes,No,DSL,Month-to-month,19.95,No
Female,1,No,37,Yes,No,DSL,One year,19.6,No
Male,0,No,3,No,No,DSL,Month-to-month,40.15,Yes
Female,0,Yes,12,Yes,Yes,Fiber optic,Month-to-month,76.6,No
Female,0,Yes,38,Yes,No,DSL,One year,19.6,No
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,85.3,No
Male,0,No,13,Yes,Yes,DSL,Month-to-month,65.85,No
Male,1,No,29,Yes,Yes,Fiber optic,Month-to-month,94.45,Yes
Female,0,Yes,47,Yes,No,DSL,Two year,20.05,No
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,99.4,No
Male,0,No,16,Yes,No,DSL,Month-to-month,20,No
Female,0,Yes,41,Yes,No,DSL,Two year,78.45,No
Female,0,Yes,43,Yes,Yes,DSL,Two year,25.1,No
Female,0,Yes,36,Yes,Yes,Fiber optic,Month-to-month,97.35,Yes
Female,0,No,6,Yes,No,DSL,Month-to-month,55,No
Female,0,No,58,Yes,Yes,DSL,One year,71.1,No
Male,0,No,19,Yes,No,DSL,Month-to-month,61.55,No
Male,0,No,11,Yes,No,DSL,Month-to-month,45.9,No
Female,0,No,39,No,No,DSL,One year,40.3,No
Female,1,No,8,Yes,No,Fiber optic,Month-to-month,87.1,No
Female,0,Yes,26,Yes,Yes,DSL,Month-to-month,49.5,No
Female,1,No,53,Yes,No,Fiber optic,Month-to-month,73.8,No
Female,0,Yes,70,Yes,No,DSL,Two year,19.2,No
Male,0,No,1,No,No,DSL,Month-to-month,45.3,Yes
Male,0,No,59,Yes,Yes,DSL,Two year,25,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,94.95,Yes
Male,0,No,7,No,No,DSL,One year,35.3,No
Female,0,Yes,12,Yes,No,DSL,Month-to-month,44.55,Yes
Male,0,Yes,59,Yes,No,DSL,One year,76.75,No
Male,0,Yes,61,Yes,Yes,DSL,Two year,81,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,105.55,No
Female,0,Yes,13,Yes,No,DSL,Month-to-month,18.8,No
Female,0,Yes,64,Yes,Yes,DSL,One year,24.9,No
Male,0,No,1,No,No,DSL,Month-to-month,23.45,Yes
Female,0,No,10,Yes,No,DSL,One year,64.9,No
Female,0,Yes,65,Yes,No,DSL,One year,61.35,No
Female,0,No,62,Yes,Yes,Fiber optic,Two year,113.95,No
Female,0,No,55,Yes,Yes,DSL,One year,90.15,No
Female,0,No,25,Yes,Yes,DSL,Month-to-month,54.1,No
Male,0,No,1,No,No,DSL,Month-to-month,29.7,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,49.8,No
